
1, -3.587376
2, -3.108462
3, -2.693482
4, -2.333902
5, -2.022326
6, -1.752346
7, -1.518407
8, -1.315700
9, -1.140054
10, -0.987857
11, -0.855978
12, -0.741705
13, -0.642687
14, -0.556889
15, -0.482544
16, -0.418124
17, -0.362305
18, -0.313937
19, -0.272026
20, -0.235711
21, -0.204244
22, -0.176977
23, -0.153351
24, -0.132878
25, -0.115139
26, -0.099768
27, -0.086449
28, -0.074908
29, -0.064908
30, -0.056243
31, -0.048734
32, -0.042228
33, -0.036591
34, -0.031706
35, -0.027473
36, -0.023805
37, -0.020627
38, -0.017874
39, -0.015488
40, -0.013420
41, -0.011628
42, -0.010076
43, -0.008731
44, -0.007565
45, -0.006555
46, -0.005680
47, -0.004922
48, -0.004265
49, -0.003695
50, -0.003202
51, -0.002775
52, -0.002404
53, -0.002083
54, -0.001805
55, -0.001564
56, -0.001355
57, -0.001174
58, -0.001018
59, -0.000882
60, -0.000764
61, -0.000662
62, -0.000574
63, -0.000497
64, -0.000431
65, -0.000373
66, -0.000323
67, -0.000280
68, -0.000243
69, -0.000210
70, -0.000182
71, -0.000158
72, -0.000137
73, -0.000119
74, -0.000103
75, -0.000089
76, -0.000077
77, -0.000067
78, -0.000058
79, -0.000050
80, -0.000044
81, -0.000038
82, -0.000033
83, -0.000028
84, -0.000025
85, -0.000021
86, -0.000018
87, -0.000016
88, -0.000014
89, -0.000012
90, -0.000010
91, -0.000009
92, -0.000008
93, -0.000007
94, -0.000006
95, -0.000005
96, -0.000004
97, -0.000004
98, -0.000003
99, -0.000003
100, -0.000002
101, -0.000002
102, -0.000002
103, -0.000002
104, -0.000001
105, -0.000001
106, -0.000001
107, -0.000001
108, -0.000001
109, -0.000001
110, -0.000001
111, -0.000001
112, -0.000000
113, -0.000000
114, -0.000000
115, -0.000000
116, -0.000000
117, -0.000000
118, -0.000000
119, -0.000000
120, -0.000000
121, -0.000000
122, -0.000000
123, -0.000000
124, -0.000000
125, -0.000000
126, -0.000000
127, -0.000000
128, -0.000000
129, -0.000000
130, -0.000000
131, -0.000000
132, -0.000000
133, -0.000000
134, -0.000000
135, -0.000000
136, -0.000000
137, -0.000000
138, -0.000000
139, -0.000000
140, -0.000000
141, -0.000000
142, -0.000000
143, -0.000000
144, -0.000000
145, -0.000000
146, -0.000000
147, -0.000000
148, -0.000000
149, -0.000000
150, -0.000000
151, -0.000000
152, -0.000000
153, -0.000000
154, -0.000000
155, -0.000000
156, -0.000000
157, -0.000000
158, -0.000000
159, -0.000000
160, -0.000000
161, -0.000000
162, -0.000000
163, -0.000000
164, -0.000000
165, -0.000000
166, -0.000000
167, -0.000000
168, -0.000000
169, -0.000000
170, -0.000000
171, -0.000000
172, -0.000000
173, -0.000000
174, -0.000000
175, -0.000000
176, -0.000000
177, -0.000000
178, -0.000000
179, -0.000000
180, -0.000000
181, -0.000000
182, -0.000000
183, -0.000000
184, -0.000000
185, -0.000000
186, -0.000000
187, -0.000000
188, -0.000000
189, -0.000000
190, -0.000000
191, -0.000000
192, -0.000000
193, -0.000000
194, -0.000000
195, -0.000000
196, -0.000000
197, -0.000000
198, -0.000000
199, -0.000000
200, -0.000000
201, -0.000000
202, -0.000000
203, -0.000000
204, -0.000000
205, -0.000000
206, -0.000000
207, -0.000000
208, -0.000000
209, -0.000000
210, -0.000000
211, -0.000000
212, -0.000000
213, -0.000000
214, -0.000000
215, -0.000000
216, -0.000000
217, -0.000000
218, -0.000000
219, -0.000000
220, -0.000000
221, -0.000000
222, -0.000000
223, -0.000000
224, -0.000000
225, -0.000000
226, -0.000000
227, -0.000000
228, -0.000000
229, -0.000000
230, -0.000000
231, -0.000000
232, -0.000000
233, -0.000000
234, -0.000000
235, -0.000000
236, -0.000000
237, -0.000000
238, -0.000000
239, -0.000000
240, -0.000000
241, -0.000000
242, -0.000000
243, -0.000000
244, -0.000000
245, -0.000000
246, -0.000000
247, -0.000000
248, -0.000000
249, -0.000000
250, -0.000000
251, -0.000000
252, -0.000000
253, -0.000000
254, -0.000000
255, -0.000000
256, -0.000000
257, -0.000000
258, -0.000000
259, -0.000000
260, -0.000000
261, -0.000000
262, -0.000000
263, -0.000000
264, -0.000000
265, -0.000000
266, -0.000000
267, -0.000000
268, -0.000000
269, -0.000000
270, -0.000000
271, -0.000000
272, -0.000000
273, -0.000000
274, -0.000000
275, -0.000000
276, -0.000000
277, -0.000000
278, -0.000000
279, -0.000000
280, -0.000000
281, -0.000000
282, -0.000000
283, -0.000000
284, -0.000000
285, -0.000000
286, -0.000000
287, -0.000000
288, -0.000000
289, -0.000000
290, -0.000000
291, -0.000000
292, -0.000000
293, -0.000000
294, -0.000000
295, -0.000000
296, -0.000000
